Country Code,Country Name,Year of data,United Nations Region,World Bank Income Status,Food Vehicle,Mandatory Fortification,Mandatory Fortification Source English,Mandatory Fortification Comment,Fortification Year,Fortification Year Source English,Fortification Year Comment,Effective Year,Effective Year Source English,Effective Year Comment,Voluntary Fortification,Voluntary Fortification Year,Voluntary Fortification Source English,Voluntary Fortification Comment,Legislation scope types,Comment on legislation scope types,Legislation scope origins - Domestically Produced,Legislation scope origins - Imports,Legislation scope origins - Exports,Comment on legislation scope origins,Legislation scope uses - Household,Legislation scope uses - Processed food,Legislation scope uses - Animal feed,Legislation scope uses - Donated food,Comment on legislation scope uses,Source of legislation scope data in original language,Source of legislation scope data in English,External monitoring protocol,Source of external monitoring protocol data in original language,Source of external monitoring protocol data in English,Comment on external monitoring protocol data,Import monitoring protocol,Source of import monitoring protocol data in original language,Source of import monitoring protocol data in English,Comment on import monitoring protocol data
184,Rwanda,2019,Africa,Low income,Wheat flour,YES,"Rwanda Food and Drugs Authority.  Regulations No CBD/TRG/003 Rev. No 1 governing Food Fortification in Rwanda, (Rwanda FDA law No. 003/2018 of 09/02/2019, Article 8).  Rwanda.  14/January/2020.  [http://www.rwandafda.gov.rw/web/fileadmin/RegulationsGoverningFoodFortification.pdf]
",Rwanda Food and Drugs Authority. Regulations No. DIS/TRG/003 Rev No.0 Governing Food Fortification in Rwanda. Rwanda. 1/July/2019.,2019,Rwanda Food and Drugs Authority. Regulations No. DIS/TRG/003 Rev No.0 Governing Food Fortification in Rwanda. Rwanda. 1/July/2019.,,2019,,,NO,0,,,All,"Article 3: Application. These regulations applies to food fortification of selected food vehicles manufactured, distributed, packaged, labeled, stored, transported, imported, displayed for sale, and sold in Rwanda must be fortified. These regulations shall not apply to any unprocesed food.  Article 5: Mandatory food fortification and standards. The fortification of the following food vehicles is hereby made mandatory: Wheat flour....",Domestically produced,Imports,,"Article 3: Application. These regulations applies to food fortification of selected food vehicles manufactured, distributed, packaged, labeled, stored, transported, imported, displayed for sale, and sold in Rwanda must be fortified. These regulations shall not apply to any unprocesed food.  Article 5: Mandatory food fortification and standards. The fortification of the following food vehicles is hereby made mandatory: Wheat flour....",Household,Processed food,Animal feed,,"Article 3: Application. These regulations applies to food fortification of selected food vehicles manufactured, distributed, packaged, labeled, stored, transported, imported, displayed for sale, and sold in Rwanda must be fortified. These regulations shall not apply to any unprocesed food.  Article 5: Mandatory food fortification and standards. The fortification of the following food vehicles is hereby made mandatory: Wheat flour....","Rwanda Food and Drugs Authority.  Regulations No CBD/TRG/003 Rev. No 1 governing Food Fortification in Rwanda, (Rwanda FDA law No. 003/2018 of 09/02/2019, Article 8).  Rwanda.  14/January/2020.  [http://www.rwandafda.gov.rw/web/fileadmin/RegulationsGoverningFoodFortification.pdf]","Rwanda Food and Drugs Authority.  Regulations No CBD/TRG/003 Rev. No 1 governing Food Fortification in Rwanda, (Rwanda FDA law No. 003/2018 of 09/02/2019, Article 8).  Rwanda.  14/January/2020.  [http://www.rwandafda.gov.rw/web/fileadmin/RegulationsGoverningFoodFortification.pdf]",Unknown,,,,Unknown,,,
187,Saint Helena,1999,Africa, ,Maize flour,,,,,,,,,,,,,,,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,
187,Saint Helena,,Africa, ,Oil,,,,,,,,,,,,,,,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,
187,Saint Helena,1996,Africa, ,Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,
187,Saint Helena,,Africa, ,Salt,,,,,,,,,,,,,,,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,
187,Saint Helena,2020,Africa, ,Wheat flour,,,,,,,,,,,,,,,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,
188,Saint Kitts and Nevis,0,Americas,High income,Maize flour,UNKNOWN,,,0,,,0,,,UNKNOWN,0,,,,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,
188,Saint Kitts and Nevis,0,Americas,High income,Oil,UNKNOWN,,,0,,,0,,,UNKNOWN,0,,,,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,
188,Saint Kitts and Nevis,0,Americas,High income,Rice,UNKNOWN,,,0,,,0,,,UNKNOWN,0,,,,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,
188,Saint Kitts and Nevis,0,Americas,High income,Salt,UNKNOWN,,,0,,,0,,,UNKNOWN,0,,,,,,,,,,,,,,,,Not applicable,,,Fortification status unknown,Not applicable,,,Fortification status unknown
188,Saint Kitts and Nevis,1992,Americas,High income,Wheat flour,YES,Caribbean Community Secretariat. Caribbean Community (CARICOM) Standard CCS 0024:1992 Wheat flour. Guyana. January/1995.,,1992,Caribbean Community Secretariat. Caribbean Community (CARICOM) Standard CCS 0024:1992 Wheat flour. Guyana. January/1995.,,1992,,,NO,0,,,Subset,"""1.0 SCOPE 1.1 This standard applies to wheat flour (also called flour, white flour, or enriched flour) that is intended for human consumption, made from clean, sound and marketable grades of millable wheat grains of the species Triticum aestivum L. (common wheat) or from Triticum compactum Host, (club wheat).   1.2 It does not apply to:   (a) any product made from durum wheat (hard wheat, T. durum Desf.),  (b) whole-wheat flour, whole meal flour or semolina made from common wheat or club wheat, or mixtures thereof,   (c) wheat flour to be used in brewing, for the production of starch or gluten, or for non-food use,   (d) wheat flour in which the protein content was reduced,   (e) wheat flour subjected to special treatments other than bleaching or drying, or   (f) wheat flour containing ingredients not mentioned in Section 4.2 (such as self-raising flour)."" Page 6.",Domestically produced,Imports,,Not stipulated; it was assumed that domestically produced and imported flour must be fortified and exported flour does not need to be fortified.,Household,Processed food,,,Not stipulated; it was assumed that flour for household and processed foods must be fortified and flour for animal feed or that is donated does not need to be fortified.,Caribbean Community Secretariat. Caribbean Community (CARICOM) Standard CCS 0024:1992 Wheat flour. Guyana. January/1995.,Caribbean Community Secretariat. Caribbean Community (CARICOM) Standard CCS 0024:1992 Wheat flour. Guyana. January/1995.,Yes,Caribbean Community Secretariat. Caribbean Community (CARICOM) Standard CCS 0024:1992 Wheat flour. Guyana. January/1995.,Caribbean Community Secretariat. Caribbean Community (CARICOM) Standard CCS 0024:1992 Wheat flour. Guyana. January/1995.,Monitoring starts on page 11.,Unknown,,,
189,Saint Lucia,0,Americas,Upper middle income,Maize flour,UNKNOWN,,,0,,,0,,,UNKNOWN,0,,,,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,
189,Saint Lucia,0,Americas,Upper middle income,Oil,UNKNOWN,,,0,,,0,,,UNKNOWN,0,,,,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,
189,Saint Lucia,0,Americas,Upper middle income,Rice,UNKNOWN,,,0,,,0,,,UNKNOWN,0,,,,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,
189,Saint Lucia,0,Americas,Upper middle income,Salt,UNKNOWN,,,0,,,0,,,UNKNOWN,0,,,,,,,,,,,,,,,,Not applicable,,,Fortification status unknown,Not applicable,,,Fortification status unknown
189,Saint Lucia,1992,Americas,Upper middle income,Wheat flour,YES,Caribbean Community Secretariat. Caribbean Community (CARICOM) Standard CCS 0024:1992 Wheat flour. Guyana. January/1995.,,1992,Caribbean Community Secretariat. Caribbean Community (CARICOM) Standard CCS 0024:1992 Wheat flour. Guyana. January/1995.,,1992,,,NO,0,,,Subset,"""1.0 SCOPE 1.1 This standard applies to wheat flour (also called flour, white flour, or enriched flour) that is intended for human consumption, made from clean, sound and marketable grades of millable wheat grains of the species Triticum aestivum L. (common wheat) or from Triticum compactum Host, (club wheat).   1.2 It does not apply to:   (a) any product made from durum wheat (hard wheat, T. durum Desf.),  (b) whole-wheat flour, whole meal flour or semolina made from common wheat or club wheat, or mixtures thereof,   (c) wheat flour to be used in brewing, for the production of starch or gluten, or for non-food use,   (d) wheat flour in which the protein content was reduced,   (e) wheat flour subjected to special treatments other than bleaching or drying, or   (f) wheat flour containing ingredients not mentioned in Section 4.2 (such as self-raising flour)."" Page 6.",Domestically produced,Imports,,Not stipulated; it was assumed that domestically produced and imported flour must be fortified and exported flour does not need to be fortified.,Household,Processed food,,,Not stipulated; it was assumed that flour for household and processed foods must be fortified and flour for animal feed or that is donated does not need to be fortified.,Caribbean Community Secretariat. Caribbean Community (CARICOM) Standard CCS 0024:1992 Wheat flour. Guyana. January/1995.,Caribbean Community Secretariat. Caribbean Community (CARICOM) Standard CCS 0024:1992 Wheat flour. Guyana. January/1995.,Yes,Caribbean Community Secretariat. Caribbean Community (CARICOM) Standard CCS 0024:1992 Wheat flour. Guyana. January/1995.,Caribbean Community Secretariat. Caribbean Community (CARICOM) Standard CCS 0024:1992 Wheat flour. Guyana. January/1995.,Monitoring starts on page 11.,Unknown,,,
190,Saint Pierre and Miquelon,2020,Americas, ,Maize flour,,,,,,,,,,,,,,,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,
190,Saint Pierre and Miquelon,,Americas, ,Oil,,,,,,,,,,,,,,,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,
190,Saint Pierre and Miquelon,2017,Americas, ,Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,
190,Saint Pierre and Miquelon,,Americas, ,Salt,,,,,,,,,,,,,,,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,
190,Saint Pierre and Miquelon,2020,Americas, ,Wheat flour,,,,,,,,,,,,,,,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,
191,Saint Vincent and the Grenadines,0,Americas,Upper middle income,Maize flour,UNKNOWN,,,0,,,0,,,UNKNOWN,0,,,,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,
191,Saint Vincent and the Grenadines,0,Americas,Upper middle income,Oil,UNKNOWN,,,0,,,0,,,UNKNOWN,0,,,,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,
191,Saint Vincent and the Grenadines,0,Americas,Upper middle income,Rice,UNKNOWN,,,0,,,0,,,UNKNOWN,0,,,,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,
191,Saint Vincent and the Grenadines,0,Americas,Upper middle income,Salt,UNKNOWN,,,0,,,0,,,UNKNOWN,0,,,,,,,,,,,,,,,,Not applicable,,,Fortification status unknown,Not applicable,,,Fortification status unknown
191,Saint Vincent and the Grenadines,1992,Americas,Upper middle income,Wheat flour,YES,Caribbean Community Secretariat. Caribbean Community (CARICOM) Standard CCS 0024:1992 Wheat flour. Guyana. January/1995.,,1992,Caribbean Community Secretariat. Caribbean Community (CARICOM) Standard CCS 0024:1992 Wheat flour. Guyana. January/1995.,,1992,,,NO,0,,,Subset,"""1.0 SCOPE 1.1 This standard applies to wheat flour (also called flour, white flour, or enriched flour) that is intended for human consumption, made from clean, sound and marketable grades of millable wheat grains of the species Triticum aestivum L. (common wheat) or from Triticum compactum Host, (club wheat).   1.2 It does not apply to:   (a) any product made from durum wheat (hard wheat, T. durum Desf.),  (b) whole-wheat flour, whole meal flour or semolina made from common wheat or club wheat, or mixtures thereof,   (c) wheat flour to be used in brewing, for the production of starch or gluten, or for non-food use,   (d) wheat flour in which the protein content was reduced,   (e) wheat flour subjected to special treatments other than bleaching or drying, or   (f) wheat flour containing ingredients not mentioned in Section 4.2 (such as self-raising flour)."" Page 6.",Domestically produced,Imports,,Not stipulated; it was assumed that domestically produced and imported flour must be fortified and exported flour does not need to be fortified.,Household,Processed food,,,Not stipulated; it was assumed that flour for household and processed foods must be fortified and flour for animal feed or that is donated does not need to be fortified.,Caribbean Community Secretariat. Caribbean Community (CARICOM) Standard CCS 0024:1992 Wheat flour. Guyana. January/1995.,Caribbean Community Secretariat. Caribbean Community (CARICOM) Standard CCS 0024:1992 Wheat flour. Guyana. January/1995.,Yes,Caribbean Community Secretariat. Caribbean Community (CARICOM) Standard CCS 0024:1992 Wheat flour. Guyana. January/1995.,Caribbean Community Secretariat. Caribbean Community (CARICOM) Standard CCS 0024:1992 Wheat flour. Guyana. January/1995.,Monitoring starts on page 11.,Unknown,,,
244,Samoa,0,Oceania,Upper middle income,Maize flour,UNKNOWN,,,0,,,0,,,UNKNOWN,0,,,,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,
244,Samoa,0,Oceania,Upper middle income,Oil,UNKNOWN,,,0,,,0,,,UNKNOWN,0,,,,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,
244,Samoa,0,Oceania,Upper middle income,Rice,NO,No author. Samoa. Food (Safety and Quality Regulations 2017). Samoa. 2017,Regulations for rice do not require fortification unless rice is labelled as 'enriched' or 'fortified'.,0,,,0,,,YES,2017,,"Regulations for rice do not require fortification unless rice is labelled as 'enriched' or 'fortified'. There are no nutrients, nutrient levels, or compounds to define 'enriched' or 'fortified'.",,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,
244,Samoa,2017,Oceania,Upper middle income,Salt,YES,No author. Samoa. Food (Safety and Quality Regulations 2017). Samoa. 2017,,2017,No author. Samoa. Food (Safety and Quality Regulations 2017). Samoa. 2017,,2017,,,NO,0,,,All,"Schedule 9 (1): All salt for import into, and for use and sale in Samoa for processing of food and for direct human consumption must be salt to which has been added....",Domestically produced,Imports,,"Part 4. 19 (4) Any salt produced, processed, handled, kept, distributed, displayed for sale or sold in or imported into or exported from Samoa must comply with Schedule 9, unless otherwise required by the importing country""s competent authorities for food for export.",Household,Processed food,,,"Schedule 9 (1): All salt for import into, and for use and sale in Samoa for processing of food and for direct human consumption must be salt to which has been added....",No author. Samoa. Food (Safety and Quality Regulations 2017). Samoa. 2017,No author. Samoa. Food (Safety and Quality Regulations 2017). Samoa. 2017,Not applicable,,,This country does not appear to have any significant domestic salt production. Hence we assume having an external monitoring protocol is not applicable.,Unknown,,,Country is a salt importer. Hence we assume having an import monitoring protocol is applicable.
244,Samoa,2017,Oceania,Upper middle income,Wheat flour,YES,No author. Samoa. Food (Safety and Quality Regulations 2017). Samoa. 2017,"Part 4, 19(3): Any cereal or cereal product produced, processed, handled, kept, distributed, displayed for sale or sold in or imported into or exported from Samoa must comply with the requirements in Schedule 8, unless otherwise required by the importing country's competent authorities for food for export. Schedule 8 lists nutrient addition levels for fortification.",2017,No author. Samoa. Food (Safety and Quality Regulations 2017). Samoa. 2017,Dated this 3rd day of October 2017,2017,,,NO,0,,,All,"The following specific product requirements must apply only to wheat flour for direct human consumption prepared from common wheat, Triticum aestivum L., or club wheat, Triticum compactum Host.",Domestically produced,Imports,Exports,"Page 188 Standard on wheat flour, 3(a): all such wheat flour imported, processed, displayed or sold in Samoa or exported from Samoa must be prepared so as to provide the following minimum levels of micronutrients, including all nutrients naturally present, in the wheat flour at the point of import, the point of export and the point of sale. Despite paragraph (a), if such flour is to be exported and the requirements of the importing country are in conflict with this Schedule, the wheat flour must comply with the requirements of the importing country.",Household,Processed food,,,"Standard for wheat flour, 3: The following specific product requirements must apply only to wheat flour for direct human consumption ... and which is pre-packaged ready for sale to the consumer or destined for use in other food products.",No author. Samoa. Food (Safety and Quality Regulations 2017). Samoa. 2017,No author. Samoa. Food (Safety and Quality Regulations 2017). Samoa. 2017,Not applicable,,,,Not applicable,,,
192,San Marino,0,Europe,High income,Maize flour,UNKNOWN,,,0,,,0,,,UNKNOWN,0,,,,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,
192,San Marino,0,Europe,High income,Oil,UNKNOWN,,,0,,,0,,,UNKNOWN,0,,,,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,
192,San Marino,0,Europe,High income,Rice,UNKNOWN,,,0,,,0,,,UNKNOWN,0,,,,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,
192,San Marino,0,Europe,High income,Salt,UNKNOWN,,,0,,,0,,,UNKNOWN,0,,,,,,,,,,,,,,,,Not applicable,,,Fortification status unknown,Not applicable,,,Fortification status unknown
192,San Marino,0,Europe,High income,Wheat flour,UNKNOWN,,,0,,,0,,,UNKNOWN,0,,,,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,
193,Sao Tome and Principe,0,Africa,Lower middle income,Maize flour,UNKNOWN,,,0,,,0,,,UNKNOWN,0,,,,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,
193,Sao Tome and Principe,0,Africa,Lower middle income,Oil,UNKNOWN,,,0,,,0,,,UNKNOWN,0,,,,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,
193,Sao Tome and Principe,0,Africa,Lower middle income,Rice,UNKNOWN,,,0,,,0,,,UNKNOWN,0,,,,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,
193,Sao Tome and Principe,1996,Africa,Lower middle income,Salt,YES,Council of Ministers. Decree No. 55/96. Democratic Republic of Sao Tome and Principe. 19/August/1996.,,1996,Council of Ministers. Decree No. 55/96. Democratic Republic of Sao Tome and Principe. 19/August/1996.,,1996,,,NO,0,,,All,All salt intended for human and animal consumption must be iodized salt with potassium iodate according to the specified levels established in this decree-law,Domestically produced,Imports,,"The rules on the production, importation and distribution of iodized salt for human and animal consumption are laid down.",Household,Processed food,Animal feed,,All salt intended for human and animal consumption must be iodized salt with potassium iodate according to the specified levels established in this decree-law,Council of Ministers. Decree No. 55/96. Democratic Republic of Sao Tome and Principe. 19/August/1996.,Council of Ministers. Decree No. 55/96. Democratic Republic of Sao Tome and Principe. 19/August/1996.,Not applicable,"Worldatlas. The World's Top Salt Producing Countries. Extracted 22/January/2019. [https://bit.ly/2U9Rgbg], IndexMundi. Salt Production by Country (Thousand metric tons). Extracted 22/January/2019. [https://bit.ly/2MlWKwP], British Geological Survey. Mineral Production 2008 to 2012. Extracted 22/January/2019. [https://bit.ly/2DrALBQ]","Worldatlas. The World's Top Salt Producing Countries. Extracted 22/January/2019. [https://bit.ly/2U9Rgbg], IndexMundi. Salt Production by Country (Thousand metric tons). Extracted 22/January/2019. [https://bit.ly/2MlWKwP], British Geological Survey. Mineral Production 2008 to 2012. Extracted 22/January/2019. [https://bit.ly/2DrALBQ]",This country does not appear to have any significant domestic salt production. Hence we assume having an external monitoring protocol is not applicable.,Unknown,"IndexMundi. Salt (incl. table salt & denatured salt) & pure sodium chloride, whether or ... Imports by Country in US Dollars. Extracted 20 August 2020. [https://bit.ly/3heCICU], Tridge. Top Importing Countries of Salt. Extracted 20 August 2020. [https://bit.ly/329Zs0D], World's Richest Countries. Salt Importers. Extracted 20 August 2020. [https://bit.ly/3g9M41y]","IndexMundi. Salt (incl. table salt & denatured salt) & pure sodium chloride, whether or ... Imports by Country in US Dollars. Extracted 20 August 2020. [https://bit.ly/3heCICU], Tridge. Top Importing Countries of Salt. Extracted 20 August 2020. [https://bit.ly/329Zs0D], World's Richest Countries. Salt Importers. Extracted 20 August 2020. [https://bit.ly/3g9M41y]",Country is a salt importer. Hence we assume having an import monitoring protocol is applicable.
193,Sao Tome and Principe,0,Africa,Lower middle income,Wheat flour,UNKNOWN,,,0,,,0,,,UNKNOWN,0,,,,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,
194,Saudi Arabia,0,Asia,High income,Maize flour,UNKNOWN,,,0,,,0,,,UNKNOWN,0,,,,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,
194,Saudi Arabia,0,Asia,High income,Oil,NO,,,0,,,0,,,UNKNOWN,0,,,,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,
194,Saudi Arabia,0,Asia,High income,Rice,UNKNOWN,,,0,,,0,,,UNKNOWN,0,,,,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,
194,Saudi Arabia,2007,Asia,High income,Salt,YES,Gulf Cooperation Council Standardization Organization. Gulf Technical Regulation No. GSO 1843/2007/Amd 1:2012 for Food Grade Salt. United Arab Emirates 16/May/2012,"All Gulf Cooperation Council countries have adopted this technical regulation for food grade salt which requires iodization of all salt in ""iodine-deficient areas""",2007,Gulf Cooperation Council Standardization Organization. Gulf Technical Regulation No. 1843/2007 for Food Grade Salt. Kingdom of Saudi Arabia. 2007.,"All Gulf Cooperation Council countries have adopted this technical regulation for food grade salt which requires iodization of all salt in ""iodine-deficient areas"".",2007,,,NO,0,,,Subset,"This standard applies to salt used as an ingredient of food, both for direct sale to the consumer and for food manufacture. It applies also to salt used as a carrier of food additives and/or nutrients. It applies in ""iodine deficient areas"".",Domestically produced,Imports,,As origins were not specified it was assumed the scope of the law applies to all domestically produced and imported product and excludes exports,Household,Processed food,,,"This standard applies to salt used as an ingredient of food, both for direct sale to the consumer and for food manufacture. It applies also to salt used as a carrier of food additives and/or   nutrients",Gulf Cooperation Council Standardization Organization. Gulf Technical Regulation No. GSO 1843/2007/Amd 1:2012 for Food Grade Salt. United Arab Emirates 16/May/2012,Gulf Cooperation Council Standardization Organization. Gulf Technical Regulation No. GSO 1843/2007/Amd 1:2012 for Food Grade Salt. United Arab Emirates 16/May/2012,Unknown,"Worldatlas. The World's Top Salt Producing Countries. Extracted 20/August/2020. [https://bit.ly/2U9Rgbg], IndexMundi. Salt Production by Country (Thousand metric tons). Extracted 20/August/2020. [https://bit.ly/2MlWKwP], British Geological Survey. Mineral Production 2008 to 2012. Extracted 20/August/2020. [https://bit.ly/3ggeya3]","Worldatlas. The World's Top Salt Producing Countries. Extracted 20/August/2020. [https://bit.ly/2U9Rgbg], IndexMundi. Salt Production by Country (Thousand metric tons). Extracted 20/August/2020. [https://bit.ly/2MlWKwP], British Geological Survey. Mineral Production 2008 to 2012. Extracted 20/August/2020. [https://bit.ly/3ggeya3]",Country is salt producing. Hence we assume having an external monitoring protocol is applicable.,Unknown,"IndexMundi. Salt (incl. table salt & denatured salt) & pure sodium chloride, whether or ... Imports by Country in US Dollars. Extracted 20 August 2020. [https://bit.ly/3heCICU], Tridge. Top Importing Countries of Salt. Extracted 20 August 2020. [https://bit.ly/329Zs0D], World's Richest Countries. Salt Importers. Extracted 20 August 2020. [https://bit.ly/3g9M41y]","IndexMundi. Salt (incl. table salt & denatured salt) & pure sodium chloride, whether or ... Imports by Country in US Dollars. Extracted 20 August 2020. [https://bit.ly/3heCICU], Tridge. Top Importing Countries of Salt. Extracted 20 August 2020. [https://bit.ly/329Zs0D], World's Richest Countries. Salt Importers. Extracted 20 August 2020. [https://bit.ly/3g9M41y]",Country is a salt importer. Hence we assume having an import monitoring protocol is applicable.
194,Saudi Arabia,0,Asia,High income,Wheat flour,NO,,,0,,,0,,,YES,2015,"GCC Standardization Organization (GSO). GSO 194/2015 (E), wheat flour, ICS : 67.060. Saudi Arabia. 5/November/2015.",,,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,
195,Senegal,0,Africa,Lower middle income,Maize flour,UNKNOWN,,,0,,,0,,,UNKNOWN,0,,,,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,
195,Senegal,2009,Africa,Lower middle income,Oil,YES,"Republic of Senegal, Ministry of Commerce. DECREE No. 2009-872 of 10 September 2009 Rendering Mandatory the Application of Regulations for Refined Edible Oils Enriched with Vitamin A and Wheat Bread Flour Enriched with Iron and Folic Acid. Senegal. 5/October/2009.",,2009,"Republic of Senegal, Ministry of Commerce. DECREE No. 2009-872 of 10 September 2009 Rendering Mandatory the Application of Regulations for Refined Edible Oils Enriched with Vitamin A and Wheat Bread Flour Enriched with Iron and Folic Acid. Senegal. 5/October/2009.","No effective date, assumed immediately.",2009,,,NO,0,,,Subset,"Standards for palm oil, cottonseed oil, palm kernel oil, peanut oil, sesame oil, sunflower oil, rapeseed oil, corn oil, and soybean oil have been made mandatory.",Domestically produced,Imports,,Not specified. Assumed domestically produced and imported.,Household,Processed food,,,"Not specified, but makes reference to edible oils for human consumption. Assumed household and processed food uses.","Republic of Senegal, Ministry of Commerce. DECREE No. 2009-872 of 10 September 2009 Rendering Mandatory the Application of Regulations for Refined Edible Oils Enriched with Vitamin A and Wheat Bread Flour Enriched with Iron and Folic Acid. Senegal. 5/October/2009.","Republic of Senegal, Ministry of Commerce. DECREE No. 2009-872 of 10 September 2009 Rendering Mandatory the Application of Regulations for Refined Edible Oils Enriched with Vitamin A and Wheat Bread Flour Enriched with Iron and Folic Acid. Senegal. 5/October/2009.",Yes,"Department Of Domestic Trade, Ministry Of Commerce, Industry And Informal Sector. Manual Of Procedures. Quality Control of Enriched Oils and Flours. Senegal. December/2012.","Department Of Domestic Trade, Ministry Of Commerce, Industry And Informal Sector. Manual Of Procedures. Quality Control of Enriched Oils and Flours. Senegal. December/2012.",,Yes,"Department Of Domestic Trade, Ministry Of Commerce, Industry And Informal Sector. Manual Of Procedures. Quality Control of Enriched Oils and Flours. Senegal. December/2012.","Department Of Domestic Trade, Ministry Of Commerce, Industry And Informal Sector. Manual Of Procedures. Quality Control of Enriched Oils and Flours. Senegal. December/2012.",
195,Senegal,0,Africa,Lower middle income,Rice,UNKNOWN,,,0,,,0,,,UNKNOWN,0,,,,,,,,,,,,,,,,Not applicable,,,,Not applicable,,,
